match_id,tournament,competition,season,team,minute,period,x,y,distance_to_goal,shot_angle_rad,body_part,technique,shot_type,play_pattern,under_pressure,first_time,open_goal,deflected,aerial_won,follows_dribble,score_diff_before_shot,statsbomb_xg,is_goal,n_opponents_in_cone,n_opponents_total,nearest_opponent_dist,gk_dist_to_goal_center,gk_dist_from_shot_line
3920391,1267_107,African Cup of Nations,2023,Mali,84,2,93.4,39.6,26.60300734879423,0.2984501687402557,Right Foot,Normal,Open Play,Regular Play,False,True,False,False,False,False,2,0.03580616,0,2,9,5.797413216254299,3.7121422386541196,0.3555988943644301
3920391,1267_107,African Cup of Nations,2023,Mali,92,2,85.1,20.9,39.78467041462076,0.17634435182081737,Right Foot,Volley,Open Play,From Throw In,False,True,False,False,False,False,2,0.007824857,0,2,9,2.4596747752497716,11.13597772986279,0.5024548347811363
3920391,1267_107,African Cup of Nations,2023,Mali,92,2,84.6,53.2,37.7809475794348,0.19802224568920537,Right Foot,Normal,Open Play,From Throw In,False,False,False,False,False,False,2,0.006498541,0,1,11,3.9458839313897633,2.778488797889965,0.4732544085191945
3920391,1267_107,African Cup of Nations,2023,South Africa,93,2,80.1,38.6,39.924553848477764,0.19959191277841135,Right Foot,Normal,Free Kick,From Free Kick,False,False,False,False,False,False,-2,0.0062405905,0,3,11,11.11620438818935,1.8110770276274808,0.2629960509978447
22983,72_30,Women's World Cup,2019,Spain Women's,7,1,114.7,39.9,5.300943312279426,1.292808194259459,Right Foot,Volley,Open Play,From Throw In,False,True,False,False,False,False,0,0.22421794,0,1,10,0.7000000000000028,3.5014282800023193,0.16600818913902057
22983,72_30,Women's World Cup,2019,Spain Women's,9,1,105.6,28.7,18.30437106267244,0.34650420479164357,Right Foot,Half Volley,Open Play,Regular Play,False,False,False,False,False,False,0,0.07512525,0,1,7,3.0083217912982683,1.345362404707375,0.2310923432177179
22983,72_30,Women's World Cup,2019,Spain Women's,22,1,103.5,50.8,19.720294115453754,0.3402265475142538,Head,Normal,Open Play,From Free Kick,True,False,False,False,True,False,0,0.03910049,0,2,9,0.8544003745317494,1.7464249196573005,0.9553610047446621
22983,72_30,Women's World Cup,2019,Spain Women's,25,1,101.4,34.0,19.54379696988279,0.3861846088368477,Right Foot,Normal,Open Play,Regular Play,False,False,False,False,False,False,0,0.05772186,0,3,9,1.9104973174542719,0.4000000000000057,0.12280111196908476
22983,72_30,Women's World Cup,2019,Spain Women's,25,1,90.2,46.1,30.41792234851026,0.2564221435566612,Right Foot,Normal,Open Play,Regular Play,False,False,False,False,False,False,0,0.018082924,0,3,10,3.7483329627982656,0.8062257748298524,0.2584002914447928
22983,72_30,Women's World Cup,2019,Spain Women's,28,1,116.7,29.3,11.19732110819369,0.23683088688754356,Left Foot,Normal,Open Play,Regular Play,False,False,False,False,False,False,0,0.0528759,0,1,8,1.0440306508910542,4.51220566907139,0.34115302786167373
22983,72_30,Women's World Cup,2019,Spain Women's,31,1,94.6,32.3,26.541476974727694,0.2870066563894704,Right Foot,Normal,Open Play,From Throw In,False,False,False,False,False,False,0,0.030794984,0,2,8,1.7464249196572947,0.7615773105863923,0.08401943878718311
22983,72_30,Women's World Cup,2019,Spain Women's,34,1,97.5,31.7,23.98207664069148,0.3114463030253101,Left Foot,Normal,Open Play,Regular Play,False,True,False,False,False,False,0,0.035329483,0,3,9,3.354101966249686,0.7999999999999972,0.27687343758769756
22983,72_30,Women's World Cup,2019,Spain Women's,34,1,102.7,41.2,17.34156855650607,0.4524452974129118,Right Foot,Normal,Open Play,Regular Play,False,True,False,False,False,False,0,0.05199621,0,1,10,1.5231546211727744,1.8439088914585837,1.100246493725716
22983,72_30,Women's World Cup,2019,Spain Women's,38,1,111.0,43.9,9.808669634563088,0.731511744135453,Head,Normal,Open Play,From Throw In,False,False,False,False,False,False,0,0.11008457,0,2,10,2.163330765278389,1.878829422805595,1.2417586129194604
22983,72_30,Women's World Cup,2019,Spain Women's,49,2,101.9,42.7,18.300273222004087,0.42622578233301145,Right Foot,Normal,Open Play,Regular Play,False,False,False,False,False,False,0,0.05587824,0,1,8,0.984885780179605,1.4000000000000057,0.20655429315966206
22983,72_30,Women's World Cup,2019,Spain Women's,50,2,112.2,33.4,10.217631819555839,0.6146629519221655,Head,Normal,Open Play,From Corner,True,False,False,False,True,False,0,0.061234664,0,3,11,0.9486832980505048,0.9219544457292872,0.1468050548786759
22983,72_30,Women's World Cup,2019,China PR Women's,51,2,109.7,23.4,19.535864454894234,0.2216495629786778,Left Foot,Normal,Open Play,From Keeper,False,False,False,False,False,False,0,0.02244288,0,1,7,2.954657340538835,2.785677655436825,0.5210928865474361
22983,72_30,Women's World Cup,2019,Spain Women's,51,2,104.3,56.7,22.92116925464319,0.24175185380790126,Right Foot,Normal,Open Play,Regular Play,True,False,False,False,False,False,0,0.04613964,0,1,4,1.2727922061357835,5.96405902049938,0.8791000047224344
22983,72_30,Women's World Cup,2019,Spain Women's,55,2,110.7,40.7,9.326306878931229,0.808918381639167,Right Foot,Half Volley,Open Play,From Free Kick,False,False,False,False,False,False,0,0.10503859,0,3,11,1.8439088914585744,1.9999999999999971,1.0765247305641439
22983,72_30,Women's World Cup,2019,Spain Women's,60,2,98.6,44.2,21.808255317654375,0.35657517933459737,Right Foot,Normal,Open Play,From Free Kick,False,False,False,False,False,False,0,0.07555749,0,1,7,2.2472205054244294,1.802775637731998,0.2613689136052265
22983,72_30,Women's World Cup,2019,Spain Women's,63,2,90.8,36.3,29.433484333323506,0.2681029724501963,Left Foot,Normal,Open Play,From Free Kick,False,False,False,False,False,False,0,0.02540156,0,2,10,3.2202484376209313,1.7464249196573005,0.18312476834072847
22983,72_30,Women's World Cup,2019,Spain Women's,65,2,112.9,37.1,7.669419795525599,0.9248209498685314,Head,Normal,Open Play,From Corner,True,False,False,False,True,False,0,0.081345715,0,3,11,0.8062257748298532,1.208304597359452,0.04693966552850575
22983,72_30,Women's World Cup,2019,Spain Women's,70,2,90.8,47.6,30.172835465033778,0.25547365981814474,Left Foot,Normal,Free Kick,From Free Kick,False,False,False,False,False,False,0,0.035064805,0,4,11,8.845903006477064,0.8062257748298567,0.5634206973918722
22983,72_30,Women's World Cup,2019,Spain Women's,75,2,107.0,38.9,13.046455457326331,0.5933408168605517,Head,Normal,Open Play,From Throw In,False,False,False,False,False,False,0,0.16159105,0,1,9,2.3345235059857536,1.4317821063276404,0.18089204441159587
22983,72_30,Women's World Cup,2019,Spain Women's,78,2,111.2,42.4,9.1214034007931,0.8086497862079115,Head,Normal,Open Play,From Throw In,True,False,False,False,True,False,0,0.102161944,0,1,7,0.8944271909999095,1.360147050873538,0.48238191061882635
